Epoch,Train Loss,Hit@20,Hit@40,Hit@60,Hit@80,Hit@100,Recall@20,Recall@40,Recall@60,Recall@80,Recall@100,Ndcg@20,Ndcg@40,Ndcg@60,Ndcg@80,Ndcg@100
1,0.6520683169364929,0.009578672382611023,0.017918145890548597,0.02555429030745529,0.03355884520061624,0.04045816866501441,0.0009130370643935185,0.0019129081495024944,0.0027994191700137184,0.0037699082841427135,0.004664144686679654,0.00365678057055759,0.0053448564761287305,0.006698118705230446,0.00800055236898742,0.009066277443739498
2,0.5615769028663635,0.034831535936767355,0.057338066849755516,0.07492129412552752,0.09069596088150579,0.10633666019157346,0.003909519475501084,0.006927595727228723,0.009501176617469706,0.012170610554389666,0.014689297116630844,0.013876783037840429,0.018393668458493342,0.021395901973813018,0.023928098007649966,0.026321903353310295
3,0.41002851724624634,0.06447183334449728,0.09772925179181459,0.12375242815995713,0.14424944738428563,0.16354075959541836,0.00794482246204544,0.01347594480137948,0.018600678833689186,0.023104938586178077,0.027480488904185887,0.025952555062534997,0.032516992665600326,0.037042565623622695,0.0403709589111606,0.043298052384037375
4,0.307584673166275,0.09066246902002811,0.13627838435260234,0.17057405050572708,0.198238328086275,0.221950566012459,0.013581801808875879,0.022839345393238064,0.030776739797219756,0.038021782249497454,0.04456904986438907,0.0373717139666852,0.04631844799289429,0.052154915355814006,0.056650374999936894,0.060172163331825027
5,0.2759917974472046,0.12180990019425277,0.17315292383950698,0.21052984124857663,0.24053854913256076,0.2670641034228683,0.02217149412703727,0.033906331148224035,0.043567415828525455,0.05225449453982599,0.06042242334303586,0.060357524846986206,0.06982494106745557,0.07584669912849609,0.08016214050781548,0.08385825047037332
6,0.2617054879665375,0.1316899993301628,0.18705204635273626,0.23173018956393596,0.2672315627302566,0.2959675798780897,0.023561406266126506,0.0372672776083288,0.04936077406541551,0.06019784599311863,0.06984560431650876,0.06055838990230635,0.07080929913037518,0.07802748229452186,0.08345810546283262,0.08750903916209685
7,0.25284644961357117,0.14937370219036772,0.20952508540424675,0.25708352870252527,0.29275236117623415,0.32235916672248643,0.02883758979237493,0.04451591927217333,0.05809369641301826,0.06910987939799368,0.07893347552617308,0.06986912907138476,0.08090993986082151,0.08859633852491935,0.09395197534736147,0.0981356953195421
8,0.2463090419769287,0.16022506530912986,0.22550070332909106,0.2743318373635206,0.3124455757250988,0.34325808828454685,0.031233771188189072,0.04857736098595522,0.06257195491174336,0.07483021414768949,0.08604324431065212,0.07311166271473002,0.0854627615599907,0.09351649838624347,0.0992416905266792,0.1036588865947809
9,0.24007168412208557,0.17167928193448995,0.23698841181592875,0.28508272489784986,0.3251724830866099,0.3573246701051645,0.03488179212299736,0.05240977053673977,0.06747042001721677,0.081063544822289,0.09342119982693903,0.07888496807690132,0.09107037668802247,0.09883077348992811,0.10487338916453597,0.10935219469711276
10,0.23581495881080627,0.1743251389912251,0.24234710965235448,0.2915801460245161,0.3308660995378123,0.3636546319244424,0.03579021753656245,0.05432953736204802,0.0699569989449413,0.08365575487903373,0.09565869039999442,0.08035841552164374,0.09318486085256168,0.10122094274312661,0.10721898061647901,0.11195388810972282
11,0.23106154799461365,0.1775403576930805,0.2510549936365464,0.30434054524750487,0.34439681157478735,0.37835755911313546,0.036068904087505536,0.056653982534719094,0.07351265600600754,0.08742015030341145,0.10027648673253797,0.08402182475317674,0.09744817273952022,0.10604281518520524,0.11207062978950344,0.11702746765532844
12,0.22760063409805298,0.18514301024850957,0.25678210194922635,0.307689731395271,0.35045883850224385,0.38565878491526556,0.038806879798842085,0.05868103782671984,0.07487359180570728,0.08974468586084168,0.10295064615327366,0.08808356764081299,0.10124292967745771,0.10951675649226601,0.1159261062806275,0.12093760287489383
13,0.2238432765007019,0.1856788800321522,0.26143747069462125,0.31358429901533924,0.3541429432647866,0.3880701989416572,0.03896613903607869,0.059963946979787935,0.07637294545204072,0.09061629639860065,0.10405008686207032,0.08770740007095038,0.10164898951882438,0.11013799410161786,0.11618312968980112,0.12116208095258749
14,0.22067472338676453,0.18882711501105234,0.2621742916471298,0.3161631723491191,0.3579275236117624,0.3931609618862616,0.03986994523705355,0.060500073654641814,0.07771082994825827,0.09251004272326778,0.10606501369936823,0.09036210084654661,0.10370113881651892,0.11239070330113093,0.11874140085311201,0.12381535250495536
15,0.21866241097450256,0.19063567553084604,0.2642842789202225,0.320617589925648,0.36331971330966567,0.3987206108915533,0.040587092537695636,0.060906649406622326,0.07907635108446767,0.09469059104631282,0.10852570731669645,0.08975298746555464,0.10331604074385715,0.11256480253339174,0.11900801043990591,0.12412638300751083
16,0.2150219827890396,0.19666421059682496,0.27245629312077163,0.32758389711300157,0.3727644182463662,0.4078973809364325,0.04225737228539833,0.06360720618771516,0.081406859681282,0.09808162784119182,0.1125330927575967,0.09517567225924665,0.10886915185771959,0.11777780217798363,0.12454378497410329,0.12942995288505327
17,0.21266014873981476,0.21039587380266594,0.2860204970192243,0.3437604662067118,0.3853908500234443,0.4204233371290776,0.04516723291502134,0.06727091544204652,0.0866121778642855,0.10256307145006775,0.11672008758471104,0.09972739017244699,0.11341189170158897,0.12275161904530163,0.1288569423706194,0.13372363076304805
18,0.21057109534740448,0.20972603657311267,0.2921160158081586,0.3475785384151651,0.3924911246567084,0.4290642373903143,0.044897539216658545,0.0685880789530739,0.08736052644954254,0.10442588819441524,0.11942030854261666,0.10036644794247696,0.11543686294081792,0.124496942380889,0.1312644649614676,0.13637443755912307
19,0.20829246938228607,0.21304173085940117,0.2898720610891553,0.34767901399959805,0.3914193850894233,0.4265858396409673,0.046602990568194134,0.06911310071971334,0.0883009441264416,0.10523884926363095,0.12046407292545273,0.1013998768481759,0.11546622383609263,0.1247740662719264,0.13124303762497946,0.1360594764293793
20,0.20569612085819244,0.21572107977761404,0.29328823095987666,0.3506262978096322,0.39661062361846067,0.433820081720142,0.04682245936363736,0.07000143038334145,0.08912113830272432,0.10639647781969287,0.12194064016994156,0.10349101143288258,0.11752134712302888,0.12667367311828623,0.13348616892595197,0.13871640058298976
21,0.20372478663921356,0.22195056601245894,0.3021635742514569,0.36084131556031884,0.4072945274298345,0.4430638354879766,0.0483183947992669,0.07203145107153759,0.09190458562207564,0.10936004000857252,0.12492220474626466,0.10680951712961512,0.12138482221346629,0.13073197189165836,0.13756271008802168,0.14235297936460048
22,0.20190182328224182,0.22131422064438339,0.30628307321320913,0.3655301761671913,0.4090026123651953,0.4445039855315158,0.0482651274955949,0.07405243339688723,0.09438032474480981,0.1114636082098351,0.12740561432796627,0.10718804987328506,0.12280264210852884,0.13234447542302646,0.13882177640673837,0.14365625939122695
23,0.19975292682647705,0.23832808627503516,0.31850760265255545,0.3765155067318642,0.41978699176100215,0.4569629580012057,0.05175950226663387,0.07651278782291143,0.0972093523555625,0.11469858165339628,0.13100153031804673,0.1146689753522673,0.12896581567634854,0.13821724223872298,0.14449109995143405,0.14950835765333856
24,0.1978534609079361,0.23869649675128946,0.3195793422198406,0.37956326612633134,0.4265523477794897,0.4631924442360506,0.05291536372811805,0.07828743291812108,0.09917912031998596,0.1178171208401144,0.1339581423742982,0.11619818058877504,0.13069486743658174,0.1400520135192868,0.14674596146983096,0.15174609388481017
25,0.1956242024898529,0.2405385491325608,0.3259762877620737,0.38760131288096994,0.43526023176368145,0.4733404782637819,0.052865106498334945,0.0791189886884996,0.10099059224527139,0.12011417716794134,0.13747035897398505,0.11602715951330843,0.13145365069054538,0.1412139423877344,0.1480564199139412,0.1533178958275849
26,0.19370916485786438,0.24713644584365999,0.3306651483689463,0.3914528769509009,0.4389108446647465,0.4755844329827852,0.05503962701910241,0.08125705975088832,0.10339472359621833,0.12263831186220858,0.1397183518699025,0.12024218959339239,0.13512580153513953,0.14454155717482056,0.15143439561810096,0.1564051154647311
27,0.19183707237243652,0.2529975216022507,0.34151651148770856,0.40294058543773864,0.4488244356621341,0.48553151584165044,0.05600570446967612,0.0838694446306363,0.10673736379187282,0.12593450673160322,0.1436557271686139,0.12421158522579503,0.14006757812774506,0.14963518876551588,0.15620833023796377,0.16116112827510976
28,0.19038252532482147,0.2613704869716659,0.3496885256882578,0.41050974613169006,0.4574318440618928,0.494674794025052,0.05845731686955278,0.08675675642834954,0.11014563627275163,0.13049880799380004,0.14874946072953846,0.12705672813082688,0.14294996334617935,0.1524656081828401,0.1591192243673058,0.16415046979025305
29,0.18861784040927887,0.26361444169066917,0.3518654966843057,0.41178243686784105,0.4591399289972536,0.49611494406859147,0.05884619498890932,0.08743959782640662,0.11077785114476248,0.13105188986676242,0.1485761992705907,0.12904137099194365,0.14484808731475754,0.15408453849730608,0.16079987401222656,0.1656970274862214
30,0.18718113005161285,0.26337999866032547,0.35367405720409945,0.4154330497689061,0.46292450934422935,0.5003684104762542,0.05888158029771858,0.08792611021000231,0.11167264603613178,0.13206762259132104,0.15008880977762643,0.12873802704787152,0.14462500776718037,0.1541542131952283,0.16095764288832834,0.16582907189067814
31,0.18513637781143188,0.27171947216826314,0.35983655971598894,0.42169602786522864,0.4669770245830263,0.5037510884854982,0.06126331487385453,0.0902614178353063,0.11461335207167153,0.1344684734946256,0.15243320369425875,0.1331026620533415,0.14881788344956928,0.15808652715355961,0.1643675320295495,0.16923012908288715
32,0.18392299115657806,0.2755710362381942,0.36589858664344566,0.4308058141871526,0.47719204233371293,0.5131957934221986,0.06220267031891827,0.09185748292659847,0.117205015585936,0.13805114774001495,0.15634273913731359,0.13487298755602162,0.1510823715632309,0.16100710528375753,0.167397300777165,0.17221491836383557
33,0.18176978826522827,0.28257083528702526,0.3752093241342354,0.436499430638355,0.4835554960144684,0.5194922633799987,0.06482056294306146,0.0949456377219127,0.11941333589967637,0.14106883460397582,0.1595832987976833,0.13905403139464867,0.155343419206475,0.1644006697313958,0.17083680691939346,0.17558134218456717
34,0.1801103949546814,0.28541764351262644,0.3767164579007302,0.43750418648268474,0.48301962623082584,0.5199611494406858,0.06516311380276442,0.09609916531520059,0.12024754826218324,0.14123254205411842,0.15985695060597926,0.14063191359600827,0.15646331323471527,0.16569762449165748,0.171924044674315,0.1767368002093846
35,0.17875666916370392,0.2886998459374372,0.38381673253399434,0.44463795297742637,0.4921629044142274,0.5285015741174893,0.06595294115487878,0.0976792327378804,0.1224678751758665,0.14458077112936338,0.16366659925580926,0.14270240780338508,0.15947716547129673,0.16855762270405977,0.17520465146445105,0.1799063547734786
36,0.17709039151668549,0.2941590193582958,0.3887400361712104,0.4522406055328557,0.4977895371424744,0.5340277312613035,0.06746603763130646,0.09989459011846416,0.12606112551798798,0.1473057113070819,0.16655333465328026,0.14440487261121285,0.16103048325484767,0.17062559851836134,0.17715545344902758,0.18187949339942264
37,0.1752779632806778,0.29288632862214475,0.3874338535735817,0.45049902873601716,0.49581351731529244,0.5314823497890013,0.06724803419327999,0.09932196523683877,0.12523761544352985,0.14670989340828017,0.16598532142953873,0.1452118540936197,0.16182705826831376,0.17113633694518354,0.1772371709540309,0.18180168805668315
38,0.17375963926315308,0.2989818474110791,0.3946680956527563,0.45836961618326744,0.5047893361913054,0.5401567419117153,0.06921726301235394,0.1018129667166114,0.1282932050256519,0.15009264257250773,0.16916366951882683,0.14850973074958065,0.1650357190780823,0.17444504599001234,0.18077366320128585,0.18534034475295785
39,0.1725246161222458,0.30688592671980713,0.402404715654096,0.4660727443231294,0.5130953178377654,0.5490655770647733,0.07093406182428674,0.1035371833530125,0.1303342214653242,0.15285205305941554,0.1725395516236805,0.15277768639476644,0.16929143822308212,0.17862945182175177,0.18500647602763173,0.18945990588302708
40,0.1711905300617218,0.31361779087681685,0.4093040391184942,0.47260365731127335,0.5194252796570432,0.5548596691004086,0.07233065610848428,0.10600309398098577,0.13334256201269554,0.1556389851050193,0.17548488694989406,0.15592223081169237,0.1723855588313766,0.18164995158408956,0.18794887531480794,0.1922387087040177
41,0.169342041015625,0.3092638488847211,0.40545247504856313,0.4683501909036104,0.5153392725567686,0.5531515841650478,0.07180317032495029,0.10510974647240143,0.13229905591194618,0.15496012157691594,0.17552349021573233,0.15437660915805138,0.17094599429855514,0.18006472380404528,0.18661797954380888,0.19130469203589975
42,0.16788797080516815,0.3164980909638957,0.4143948020630987,0.47839774934690876,0.5254203228615447,0.561524549534463,0.0735524206829381,0.10799400859489111,0.13582369845731468,0.15814988483935627,0.17795536991887753,0.1595544974931845,0.17626202785918266,0.1855882814087155,0.1918371916932088,0.19609509559339522
43,0.1660882830619812,0.3254404179784312,0.4207247638823766,0.4842588251054992,0.5305445776676266,0.5680554625226069,0.07613300285901027,0.11009849316712991,0.1377063562902201,0.16034534679246118,0.1811032217884622,0.16277913507140512,0.17904467828666126,0.18818325043741385,0.19424329735685264,0.19880752539420166
44,0.16527210175991058,0.32611025520798437,0.4240739500301426,0.4867372228548463,0.5337932882309598,0.5700984660727444,0.07625029348036262,0.1108758469062682,0.13818491215518328,0.16145555320329966,0.1817947465292821,0.1654594429932801,0.18194997176546346,0.19081966572380124,0.1967299806219839,0.20119406884571117
45,0.16325576603412628,0.3343157612700114,0.43187755375443765,0.49370353004219975,0.5384821488378324,0.5750217697099606,0.07800362426688406,0.11350150750575996,0.1410998867738247,0.1641283148924191,0.18475110646245163,0.16920227497599777,0.18555542753968463,0.1943131079806919,0.19997415020711218,0.2043769764969752
46,0.16188132762908936,0.34014334516712436,0.4380065644048495,0.49989952441556706,0.5446111594882443,0.5792752361176235,0.08018568915125387,0.1152180931894387,0.14337295847219633,0.16657155041726376,0.18667887882748793,0.17277304505105642,0.18915134800122518,0.19759177359266017,0.20320905324405453,0.20732725006846844
47,0.160138338804245,0.340277312613035,0.43834148301962617,0.5017080849353608,0.5457163909170072,0.5841985397548394,0.0797510551166225,0.1156944106071802,0.14359932694659183,0.16742806042069414,0.18867927319944583,0.17140934349516843,0.1881027476495547,0.19700657150058637,0.20242897868657608,0.2070533623347274
48,0.1585703343153,0.3455355348650278,0.44319780293388716,0.5065309129881438,0.552448255074017,0.5870788398419184,0.08167956410087078,0.11724604037688689,0.14540065205614713,0.16942664687117726,0.19025792487282173,0.17585652824618322,0.192251814437808,0.20095456485635355,0.20664790658268192,0.21058267788464674
49,0.1571681648492813,0.3491191640431375,0.4478866635407596,0.5096121642440887,0.5548931609618861,0.5904950097126398,0.0824333663189947,0.11900139288227984,0.14784230082761782,0.17148898375678767,0.1923730438558578,0.17839492446860267,0.19481376059990224,0.20314293270242653,0.2087121904649945,0.21280418545341642
50,0.15589497983455658,0.34995646058007907,0.4480206309866703,0.5098800991359099,0.5563333110054255,0.5908634201888943,0.08327345316834274,0.1196501322463408,0.14778185564383203,0.17225151301431196,0.19245356315374804,0.17924646793273,0.19566477292566978,0.2042805792180499,0.2099401417277082,0.2140238030179541
51,0.15421424806118011,0.3590327550405251,0.4586375510750888,0.5215687587916137,0.5652421461584836,0.6002746332641168,0.08557651929282599,0.12259091181709557,0.1513419122191542,0.1757005060252701,0.19629205253467705,0.1839788310776597,0.20056805474265874,0.20918028746211706,0.21433352909561323,0.21833132646027772
52,0.15299135446548462,0.36087480742179656,0.45984325808828463,0.5238462053720947,0.5690267265054592,0.6024850961216425,0.08630562465812602,0.12380226573340755,0.15256343986660953,0.17719586056633102,0.19810624642237873,0.18431728449655257,0.2006449973186414,0.20945304635211853,0.21478496499471533,0.21860228053671604
53,0.15130206942558289,0.36328622144818806,0.4616853104695559,0.5261236519525755,0.5724763882376581,0.6070399892826044,0.08711652104852556,0.12408939955965148,0.15384949215413216,0.17836426055444715,0.1991585438090267,0.18670049737829253,0.20282333040121792,0.21166443338450397,0.21721471759119745,0.2210712242012345
54,0.14954715967178345,0.36954919954451065,0.4695893897782838,0.5302096590528501,0.5775671511822629,0.6117958336124323,0.08882861125996126,0.1263011629895194,0.1550581668388307,0.18029314578721295,0.2018662358047696,0.19127914382012579,0.20760392896911234,0.2157135082432361,0.2214361152197569,0.2252414891369999
55,0.14851467311382294,0.37356822292183,0.4726706410342286,0.5371759662402037,0.5808828454685512,0.6144081988076898,0.08979560485538897,0.12813964853419613,0.15764431432646905,0.18186760010657357,0.2028153781142758,0.19341270384944023,0.20956138805933855,0.21835214575438056,0.22349245199566267,0.22713361540895974
56,0.14720465242862701,0.37698439279255136,0.47531649809096393,0.5356018487507536,0.5823564873735682,0.6165851698037378,0.09077664612293133,0.12881322988932245,0.15763024864815203,0.18291076797590525,0.20333372871947705,0.19498941703373257,0.21066664413363387,0.21856001421655732,0.22410653073251338,0.2279484147673191
57,0.14572958648204803,0.38575926049969866,0.48167995177171946,0.5426686315225401,0.5859736084131557,0.6206376850425348,0.09316046136026047,0.130920784466976,0.16037535383785573,0.1844972561719494,0.20576367789516892,0.19846606170574235,0.2140059061971086,0.22187590077940345,0.226942096795448,0.23068846939884688
58,0.1441449224948883,0.3859602116685646,0.4831535936767366,0.544343224596423,0.5885524817469355,0.6230156072074488,0.09303303003022649,0.13170888785793675,0.16096955065860521,0.18555675204650243,0.20677648257625106,0.20210852929386186,0.2174521925133968,0.2253004370013992,0.23040581937867483,0.2340444338955319
59,0.14270396530628204,0.3890079710630317,0.48626833679415904,0.5487306584499966,0.5936432446915401,0.6262643177707816,0.09420801058381272,0.13259395216708117,0.16206624621627932,0.18689042925074242,0.20841126194868953,0.20330239934598826,0.21845233345922707,0.22661823312085067,0.23182403750400088,0.23506898181497715
60,0.14120885729789734,0.39001272690736155,0.4900864090026124,0.5504052515238796,0.5961886261638424,0.6294460446111596,0.09456417944024731,0.1338812819112691,0.16350659106308232,0.18898718569348008,0.2105892009067582,0.2058706260089053,0.2215727558120702,0.2291836400087394,0.23426514999858508,0.23766629360943867
